Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Azerbaijan,AZE,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.06866792160328,..
"Bahamas, The",BHS,Lending interest rate (%),FR.INR.LEND,6,6,6,6,6,5.54166666666667,5.5,5.5,5.5,5.5,5.5,5.0625,4.75,4.75,4.75,4.75,4.75,4.25,4.25,4.25,4.25,4.25,4.25,4.25
"Bahamas, The",BHS,Real interest rate (%),FR.INR.RINR,5.03087234206615,5.62697758445409,1.96182798147075,4.789804496847,4.74826080657444,0.462285094948552,4.63343166601008,2.47895542968892,3.95255121214989,6.60483148728574,5.91578891584344,5.9723845342931,1.34824942660867,4.92874074435277,1.06304686533588,-0.530754737422751,3.0958378432185,2.86308628892895,3.77660141348208,-0.328326497019889,7.07111291640028,5.37949690899087,-0.0489411756101928,-1.96946877132035
"Bahamas, The",BHS,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,Lending interest rate (%),FR.INR.LEND,11.6028971962617,10.6924779706275,8.40653404539386,8.29520560747664,7.90431909212283,7.82185358255452,7.97523943035158,8.26634267912772,8.2234606141522,7.94142857142857,7.2475,6.79083333333333,6.035,5.935,5.86833333333333,5.16083333333333,..,..,..,..,..,..,..,..
Bahrain,BHR,Real interest rate (%),FR.INR.RINR,-2.37890672244415,14.545594665075,4.82736149404246,-0.283027354056363,-2.7810932210335,-5.19902924913246,-0.796745563030568,-0.156120281991427,-2.821019813817,24.061967721618,-0.180215875919306,-2.68453373074554,2.93184586033418,5.52961851204117,7.66732842513014,16.0322833513253,..,..,..,..,..,..,..,..
Bahrain,BHR,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Lending interest rate (%),FR.INR.LEND,12.755,12.82,12.6091666666667,12.0425,10.3991666666667,10.615,11.6641666666667,12.635,12.8891666666667,13.3266666666667,12.2191666666667,13.3216666666667,13.9441666666667,13.5933333333333,12.945,11.7091666666667,10.4091666666667,9.54,9.65083333333333,9.55583333333333,8.295,7.32416666666667,7.12109342742786,7.57
Bangladesh,BGD,Real interest rate (%),FR.INR.RINR,8.99820323770434,9.25695571842855,8.38969935744544,5.88445428042499,5.58235561080853,5.76426911966502,5.46699380857848,5.7891114361705,4.66174256991608,6.14653833234923,4.73612356896119,5.06419768574575,5.3433326587313,5.98869390231371,6.88586627746747,5.51264431590569,-13.6421356407858,4.27653989369391,3.63430365848223,5.68956371493223,4.2891862514626,3.07621573507077,1.9724805729144,0.629461237622801
Bangladesh,BGD,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,8.0054221465425,6.18702858460746,6.56102257085237,6.18389010006754,5.7247265660517,5.71072482772314,5.24619092380409,4.74201086025218,5.16828540729108,4.77446925869926,4.76216005308376,6.70479501831446,..
Barbados,BRB,Lending interest rate (%),FR.INR.LEND,10.1875,9.58333333333333,8.5,8.5,8.33333333333333,9.16666666666667,10.2916666666667,10.7583333333333,10.0333333333333,9.20416666666667,8.7,8.7,8.7,8.7,8.38333333333333,8.05833333333333,8.05,8.05,8.05,8.05,8.05,8.05,8.05,..
Barbados,BRB,Real interest rate (%),FR.INR.RINR,11.6646436233662,7.1663157659184,7.52383812960125,7.30263970881219,2.36722397218736,2.34273499304089,5.95150040984932,1.97590237870812,8.08039105540315,11.2395210959337,4.69637831302076,4.90913575817754,9.35938114898053,5.65479188162481,7.8974855290454,10.05136089887,8.30412460658027,5.2994903946904,4.56919451154309,3.63486605435649,6.11407358016219,3.19788861348922,3.81855654146928,..
Barbados,BRB,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.2893273004235,10.5027849530793,8.23473616215785,7.63757386970654,10.3496645683949,10.3731748765441,11.2318558867574,..
Belarus,BLR,Lending interest rate (%),FR.INR.LEND,67.6666666666667,46.9666666666667,36.8833333333333,23.975,16.9083333333333,11.3583333333333,8.84166666666667,8.575,8.55,11.675,9.21666666666667,13.575,19.4916666666667,19.1333333333333,18.7416666666667,18.0833333333333,14.4,9.65871241633364,8.69583333333333,9.02333333333333,9.0325,10.1175,12.7158333333333,9.9623073222544
Belarus,BLR,Real interest rate (%),FR.INR.RINR,-41.2295490634956,-18.1401862250371,-5.52846904718147,-5.13471710536815,-4.70086277728258,-6.39967128646699,-1.72187169631754,-3.80756564237613,-10.4472953590205,2.21157577281246,-1.86341918083728,-33.5969465949114,-31.8270993983236,-1.75161613885313,0.539099500344663,1.77558738411221,5.59252290950144,0.952995472556903,-3.07064988545488,0.411160006531488,-2.54329017531414,-4.51667137670177,-1.88784705215405,2.4160561961383
Belarus,BLR,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,11.0965187240149,12.0225489372009,10.9835385205433,10.1769821077429,9.67766580307963,9.93939163995331,10.5859782359031,11.4954417188884,11.4812432073764,11.5463919967068,11.3681558222766,12.1401371939043,14.5050414379472,..
Belgium,BEL,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,7.86185860774988,3.04175824268251,4.29750948210309,3.88353933355231,4.52617221123913,5.02588260701211,4.9211814488282,5.33174062036665,5.78443559078967,5.37820418800116,5.68502314992685,5.87334161221032,6.34337174411597,6.33769140020729,6.23056877770938,6.25219150044764,6.17390054662305,5.96857033506728,..
Belize,BLZ,Lending interest rate (%),FR.INR.LEND,16.005,15.4541666666667,14.8341666666667,14.345,13.9416666666667,14.255,14.2091666666667,14.3333333333333,14.1408333333333,14.0816666666667,13.8833333333333,13.3633333333333,12.4408333333333,11.5691666666667,10.8217831837388,10.320279926803,9.84091010965423,9.4625,9.115,9.06666666666667,8.73416666666667,8.43833333333333,8.52349151589079,8.4375
Belize,BLZ,Real interest rate (%),FR.INR.RINR,14.3874497321287,17.7564326611537,14.0133738108721,19.3045424100722,11.6059293154597,10.914043794749,10.6170486590322,10.1094380560353,10.2622897033073,16.9748059019734,11.4769186558585,8.06878091138805,11.6077856529912,9.47431762434749,9.65416342336953,10.2681071874287,7.57964922760775,6.24133392698675,9.01050806477237,9.20936168760373,9.33513535166602,7.94309445866802,1.07917761330373,-2.21760148499276
Belize,BLZ,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.5742235107381,13.7444475664222,12.8889316996026,11.1268827423243,10.3703016692995,8.85260837683997,..
Benin,BEN,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,8.04416666666667,4.73666666666667,4.75166666666667,4.98416666666667,4.9775,5.11333333333333,5.25591666666667,5.03916666666667,5.2875,5.33833333333333,5.15416666666667,5.295,6.93416666666667,6.76333333333333,6.68833333333333,6.5375,6.25,..,..
Benin,BEN,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,3.59609815466937,2.5881456183227,4.3445629753372,-1.36233108364526,2.37742857428905,4.19549019095698,1.46803081679031,-2.46960852040217,3.83659295370063,5.5999917955037,4.26633438639015,4.58009973405583,7.32902771803383,6.05230816342888,7.11416977822067,3.55709341440007,4.55750151392328,..,..
Benin,BEN,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
